,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Best,1.13E-27,3.28E-26,2.81E-26,0.00E+00,2.55E+01,2.73E+01,-4.37E+03,-4.82E-05,0.00E+00,-1.69E-05,-5.71E+00,3.16E+01,3.65E+01,7.84E-01,2.36E+00,0.00E+00,-1.28E-50,3.57E+01,4.85E-01,3.74E+00,1.36E+01,3.63E+01,7.84E-01,2.36E+00,3.15E-110,-1.28E-50,3.57E+01,1.40E-01
Median,1.62E-27,3.94E-26,4.31E-26,0.00E+00,2.64E+01,1.32E+02,-4.27E+03,-4.62E-05,0.00E+00,-1.58E-05,-5.00E+00,3.16E+01,4.10E+01,7.84E-01,2.36E+00,0.00E+00,-9.07E-76,3.57E+01,6.14E-01,4.62E+00,3.16E+01,3.79E+01,7.84E-01,2.36E+00,9.01E-109,-1.25E-50,3.57E+01,1.97E-01
\overline{v},0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.05E+01,0.00E+00,7.30E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.05E+01,0.00E+00,7.30E+04
mean,1.57E-27,4.04E-26,4.30E-26,0.00E+00,2.64E+01,1.20E+02,-4.27E+03,-4.60E-05,4.17E-12,-1.57E-05,-4.90E+00,3.16E+01,4.06E+01,7.84E-01,2.49E+00,0.00E+00,-2.97E-51,3.57E+01,6.26E-01,4.77E+00,3.06E+01,3.78E+01,7.84E-01,2.49E+00,1.33E-108,-9.23E-51,3.57E+01,2.54E-01
Worst,1.86E-27,5.18E-26,5.16E-26,0.00E+00,2.75E+01,2.06E+02,-4.16E+03,-4.23E-05,2.90E-11,-1.46E-05,-3.01E+00,3.16E+01,4.16E+01,7.84E-01,5.50E+00,0.00E+00,1.59E-65,3.57E+01,7.63E-01,6.19E+00,3.16E+01,3.86E+01,7.84E-01,5.50E+00,6.50E-108,1.32E-73,3.57E+01,1.54E+00
Std,2.07E-28,4.33E-27,5.87E-27,0.00E+00,4.48E-01,5.04E+01,5.49E+01,1.60E-06,8.64E-12,7.55E-07,6.50E-01,1.42E-04,1.11E+00,4.81E-07,6.41E-01,0.00E+00,5.27E-51,7.44E-03,7.02E-02,7.65E-01,3.81E+00,4.70E-01,8.15E-07,6.41E-01,1.57E-108,5.48E-51,7.73E-03,2.76E-01
FR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,100,100,100,100,100,100,0,100,0
\overline{vio},0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.05E+01,0.00E+00,7.30E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.05E+01,0.00E+00,7.30E+04
