,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Best,1.25E-29,2.99E-28,4.49E-28,0.00E+00,0.00E+00,2.05E+01,-1.28E+03,-2.84E-04,-2.67E-03,-1.03E-04,-9.25E-01,2.83E+01,2.22E-28,1.41E+00,2.36E+00,0.00E+00,-1.18E-08,3.58E+01,3.38E-01,9.00E-01,2.83E+01,2.19E-28,1.41E+00,2.36E+00,4.55E-189,-1.18E-08,3.58E+01,3.65E-01
Median,1.85E-29,4.42E-28,6.86E-28,0.00E+00,0.00E+00,3.48E+01,-1.23E+03,-2.84E-04,-2.67E-03,-1.03E-04,-9.25E-01,5.88E+01,2.49E-27,1.41E+00,2.36E+00,0.00E+00,-1.18E-08,3.58E+01,4.12E-01,1.15E+00,5.88E+01,2.80E-28,1.41E+00,2.36E+00,3.72E-187,-1.18E-08,3.58E+01,6.01E-01
\overline{v},0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.55E+01,0.00E+00,2.14E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.55E+01,0.00E+00,2.14E+04
mean,1.90E-29,4.19E-28,6.76E-28,0.00E+00,0.00E+00,4.03E+01,-1.22E+03,-2.84E-04,-2.67E-03,-1.03E-04,-9.25E-01,5.16E+01,2.84E-27,1.41E+00,2.49E+00,0.00E+00,-1.18E-08,3.58E+01,4.08E-01,1.19E+00,4.78E+01,2.78E-28,1.41E+00,2.36E+00,1.44E-186,-1.18E-08,3.58E+01,6.06E-01
Worst,2.62E-29,5.17E-28,7.88E-28,0.00E+00,0.00E+00,5.90E+01,-1.17E+03,-2.84E-04,-2.66E-03,-1.03E-04,-9.25E-01,5.88E+01,7.54E-27,1.41E+00,5.50E+00,0.00E+00,-1.16E-08,3.58E+01,4.79E-01,1.45E+00,5.88E+01,3.41E-28,1.41E+00,2.36E+00,7.89E-186,-1.16E-08,3.58E+01,9.52E-01
Std,2.93E-30,5.77E-29,8.20E-29,0.00E+00,0.00E+00,1.22E+01,3.04E+01,1.40E-09,3.05E-07,7.80E-09,2.63E-06,1.27E+01,2.02E-27,1.67E-06,6.41E-01,0.00E+00,5.04E-11,5.19E-05,3.70E-02,1.55E-01,1.45E+01,3.42E-29,1.82E-06,2.14E-05,0.00E+00,5.51E-11,8.78E-05,1.32E-01
FR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,100,100,100,100,100,100,0,100,0
\overline{vio},0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.55E+01,0.00E+00,2.14E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.55E+01,0.00E+00,2.14E+04
