1.4473521458325517e-27,0.0,"(0, 0, 0)"
1.7570574735155632e-27,0.0,"(0, 0, 0)"
1.8609775718267874e-27,0.0,"(0, 0, 0)"
1.8011504840343424e-27,0.0,"(0, 0, 0)"
1.41419572109597e-27,0.0,"(0, 0, 0)"
1.3750003504257676e-27,0.0,"(0, 0, 0)"
1.8238826203539338e-27,0.0,"(0, 0, 0)"
1.6679558653824433e-27,0.0,"(0, 0, 0)"
1.2365244466803698e-27,0.0,"(0, 0, 0)"
1.537596600794671e-27,0.0,"(0, 0, 0)"
1.2953238582544899e-27,0.0,"(0, 0, 0)"
1.2844230947692581e-27,0.0,"(0, 0, 0)"
1.6126982389760513e-27,0.0,"(0, 0, 0)"
1.5858530866672265e-27,0.0,"(0, 0, 0)"
1.782041792312121e-27,0.0,"(0, 0, 0)"
1.6365555035691538e-27,0.0,"(0, 0, 0)"
1.665539978860204e-27,0.0,"(0, 0, 0)"
1.1314630422841017e-27,0.0,"(0, 0, 0)"
1.6624862243403835e-27,0.0,"(0, 0, 0)"
1.5352735440957512e-27,0.0,"(0, 0, 0)"
1.6228710009423047e-27,0.0,"(0, 0, 0)"
1.670480759539535e-27,0.0,"(0, 0, 0)"
1.7722615348685338e-27,0.0,"(0, 0, 0)"
1.5753197906153839e-27,0.0,"(0, 0, 0)"
1.2635086511311793e-27,0.0,"(0, 0, 0)"
