110.851517,0,"(0, 0, 0)"
139.682132,0,"(0, 0, 0)"
132.4234814,0,"(0, 0, 0)"
113.4872744,0,"(0, 0, 0)"
27.31073603,0,"(0, 0, 0)"
144.0946464,0,"(0, 0, 0)"
147.9840195,0,"(0, 0, 0)"
186.9484146,0,"(0, 0, 0)"
138.4921229,0,"(0, 0, 0)"
99.82242233,0,"(0, 0, 0)"
136.5617944,0,"(0, 0, 0)"
74.09063926,0,"(0, 0, 0)"
122.3332849,0,"(0, 0, 0)"
160.1823593,0,"(0, 0, 0)"
61.06974847,0,"(0, 0, 0)"
202.2595612,0,"(0, 0, 0)"
70.42309405,0,"(0, 0, 0)"
31.53464133,0,"(0, 0, 0)"
93.2402841,0,"(0, 0, 0)"
46.28609139,0,"(0, 0, 0)"
205.9471774,0,"(0, 0, 0)"
146.8913812,0,"(0, 0, 0)"
99.40462951,0,"(0, 0, 0)"
131.1274196,0,"(0, 0, 0)"
176.9447332,0,"(0, 0, 0)"
