1.0999535444832658,0.0,"(0, 0, 0)"
1.099953036236073,0.0,"(0, 0, 0)"
1.0999541139983946,0.0,"(0, 0, 0)"
1.0999536780142538,0.0,"(0, 0, 0)"
1.0999532124874607,0.0,"(0, 0, 0)"
1.0999537400469688,0.0,"(0, 0, 0)"
1.09995307126026,0.0,"(0, 0, 0)"
1.0999532835433103,0.0,"(0, 0, 0)"
1.099956268836816,0.0,"(0, 0, 0)"
1.0999546239129971,0.0,"(0, 0, 0)"
1.09995333483776,0.0,"(0, 0, 0)"
1.099953637756229,0.0,"(0, 0, 0)"
1.0999535427646636,0.0,"(0, 0, 0)"
1.0999533634426273,0.0,"(0, 0, 0)"
1.0999543177848703,0.0,"(0, 0, 0)"
1.099953590176158,0.0,"(0, 0, 0)"
1.0999539371173999,0.0,"(0, 0, 0)"
1.0999532412002129,0.0,"(0, 0, 0)"
1.0999547135312295,0.0,"(0, 0, 0)"
1.0999533338751997,0.0,"(0, 0, 0)"
1.0999604013876079,0.0,"(0, 0, 0)"
1.0999531067322876,0.0,"(0, 0, 0)"
1.099957922907394,0.0,"(0, 0, 0)"
1.0999533022119596,0.0,"(0, 0, 0)"
1.0999533749007617,0.0,"(0, 0, 0)"
